Name,Patronym,"Family name",Gender,Owns,"Attestation ID",ind.Name,ind.Patronym,"ind.Family name",ind.Gender,Biography,PID,Probability,"Museum no.",Duplicate,Publication,Archive,Type,Date,"Julian date","Place of writing",Has,"Cdli URL","Nabucco URL","Achemenet URL","Oracc URL","British Museum URL","Tablet ID",Role,Title,"Type and objects"
Ninurta-nāṣir,Nabû-ahhē-iddin,,Male,,42845,-,-,-,-,-,-,"less probable","CBS 5306",,"BE 9, 88",Murašû,"Legal document","10.III.41 Art I",424,Nippur,,https://cdli.ucla.edu/P261500,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044714,,,4943,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-nāṣir,Nabû-ahhē-iddin,,Male,,42902,-,-,-,-,-,-,"less probable","Unknown (poss. C. H. Clark)",,"BE 9, 89",Murašû,"Legal document","10.IV.41 Art I",424,Nippur,,https://cdli.ucla.edu/P453408,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044738,,,4946,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-nāṣir,Nabû-ahhē-iddin,,Male,,49801,-,-,-,-,-,-,"less probable","CBS 5220",,"BE 10, 112",Murašû,"Legal document","05.VII.06 Dar II",418,Nippur,Seals,https://cdli.ucla.edu/P261413,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133629,,,5799,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-nāṣir,Ninurta-ahu-[iddin],,Male,,34126,-,-,-,-,-,-,"less probable","CBS 5439",,"BE 9, 52a",Murašû,"Legal document","02.III.37 Art I",428,Nippur,,https://cdli.ucla.edu/P261633,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043809,,,3916,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-nāṣir,Rībātu,,Male,,1482,-,-,-,-,-,-,"less probable","CBS 12883",,"Stolper 1985, no. 22",Murašû,"Legal document","10.XII.26 Art I",438,Nippur,Seals,https://cdli.ucla.edu/P267484,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486792,,,188,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-uballiṭ,,,Male,Land,44047,-,-,-,-,-,-,"less probable","CBS 5437",,"BE 9, 107",Murašû,"Legal document","06.VIII.41 Art I",424,Nippur,Seals,https://cdli.ucla.edu/P261631,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2045194,,,5075,"land owner
passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-uballiṭ,Bēl-iddin,,Male,,22423,-,-,-,-,-,-,"less probable","CBS 5265",,"BE 10, 130",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261459,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133863,,,2665,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-uballiṭ,Bēl-iddin,,Male,,22528,-,-,-,-,-,-,"less probable","CBS 5173",,"BE 10, 131",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261329,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133876,,,2704,"sealer of the tablet
witness, regular (mukinnu)",ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-uballiṭ,Bēl-iddin,,Male,,23110,-,-,-,-,-,-,"less probable","CBS 12826",,"PBS 2/1, 145",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267427,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456982,,,2746,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-uballiṭ,Bēl-iddin,,Male,,24169,-,-,-,-,-,-,"less probable","CBS 12839",,"PBS 2/1, 146",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P267440,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456985,,,2815,"sealer of the tablet
witness, regular (mukinnu)",ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-uballiṭ,Bēl-iddin,,Male,,24259,-,-,-,-,-,-,"less probable","CBS 12833",,"PBS 2/1, no. 147",Murašû,"Legal document","11.VI.21 Dar II",404?,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P267434,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456988,,,2941,"sealer of the tablet
witness, regular (mukinnu)",ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-ušebši,Enlil-kēšir,,Male,,22417,-,-,-,-,-,-,"less probable","CBS 5265",,"BE 10, 130",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261459,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133863,,,2665,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-ušebši,Enlil-kēšir,,Male,,22519,-,-,-,-,-,-,"less probable","CBS 5173",,"BE 10, 131",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261329,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133876,,,2704,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-ušebši,Enlil-kēšir,,Male,,23101,-,-,-,-,-,-,"less probable","CBS 12826",,"PBS 2/1, 145",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267427,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456982,,,2746,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ninurta-ušebši,Enlil-kēšir,,Male,,24160,-,-,-,-,-,-,"less probable","CBS 12839",,"PBS 2/1, 146",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P267440,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456985,,,2815,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Nusku-iddin,Arad-Gula,,Male,,22795,-,-,-,-,-,-,"less probable","CBS 5366",,"BE 10, 132",Murašû,"Legal document","29.III.13 Dar II",411,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261560,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133889,,,2734,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Nusku-iddin,Arad-Gula,,Male,,27373,-,-,-,-,-,-,"less probable","CBS 5387",,"BE 9, 20",Murašû,"Legal document","01.VIII.30 Art I",435,"Bīt-mār-Bābili (3, Nippur)",Fingernails,https://cdli.ucla.edu/P261581,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2042926,,,3238,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Nusku-iddin,Arad-Gula,,Male,,28912,-,-,-,-,-,-,"less probable","CBS 5391",,"BE 9, 29",Murašû,"Legal document","12.V.32 Art I",433,Nippur,Fingernails,https://cdli.ucla.edu/P261585,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043187,,,3292,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Nusku-iddin,Arad-Gula,,Male,,29113,-,-,-,-,-,-,"less probable","CBS 5392",,"BE 9, 30",Murašû,"Legal document","12.V.42 Art I",423,Nippur,Fingernails,https://cdli.ucla.edu/P261586,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043211,,,3412,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Nusku-iddin,Arad-Gula,,Male,,29506,-,-,-,-,-,-,"less probable","CBS 5396",,"BE 9, 34",Murašû,"Legal document","07.IV.34 Art I",431,Nippur,,https://cdli.ucla.edu/P261590,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043331,,,3442,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Nusku-iddin,Arad-Gula,,Male,,33058,-,-,-,-,-,-,"less probable","Unknown (poss. H.V. Hilprecht)",,"BE 9, 45",Murašû,"Legal document","20.V.36 Art I",429,Nippur,Seals,https://cdli.ucla.edu/P453403,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043617,,,3781,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Nusku-šumu-ibni,,,Male,,56194,Nusku-šumu-ibni,-,-,Male,,18402,"highly probable","Ash. 1937.634",,"Zilberg 2019, p. 484","Carian archive","Legal document","06.X.07 Cam",522,Bannēšāya,,https://cdli.ucla.edu/P385417,,,,,6593,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Pamê,[...],,Male,Field,993,-,-,-,-,-,-,"less probable","CBS 12941",,"Stolper 1985, no. 7",Murašû,"Legal document","[-].[-].[40] [Art I]",[425/424],Broken/Unclear,Seals,https://cdli.ucla.edu/P267544,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484113,,,124,"lessor
sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Pīl-Yāma,Šillimu,,Male,,29500,-,-,-,-,-,-,"less probable","CBS 5396",,"BE 9, 34",Murašû,"Legal document","07.IV.34 Art I",431,Nippur,,https://cdli.ucla.edu/P261590,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043331,,,3442,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Pīl-Yāma,Šillimu,,Male,,33046,-,-,-,-,-,-,"less probable","Unknown (poss. H.V. Hilprecht)",,"BE 9, 45",Murašû,"Legal document","20.V.36 Art I",429,Nippur,Seals,https://cdli.ucla.edu/P453403,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043617,,,3781,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Puruštiš,,,Female,,22531,-,-,-,-,-,-,"less probable","CBS 5173",,"BE 10, 131",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261329,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133876,,,2704,"passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Puruštiš,,,Female,,24214,-,-,-,-,-,-,"less probable","CBS 12839",,"PBS 2/1, 146",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P267440,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456985,,,2815,"passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Puruštiš,,,Female,,24262,-,-,-,-,-,-,"less probable","CBS 12833",,"PBS 2/1, no. 147",Murašû,"Legal document","11.VI.21 Dar II",404?,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P267434,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456988,,,2941,"passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Qūs-yahab,Marī,,Male,,21796,-,-,-,-,-,-,"less probable","CBS 5376",,"BE 9, 1",Murašû,"Legal document","28.VII.01 Art II",404,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261570,-,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2042423,-,-,2662,"leaves fingernail marking(s)
lessee",rēˀû,"TypeLegal documentSubtypelease contract (ana sūti)"
Rabi-il,Nabû-zēru-iddin,,Male,,31027,-,-,-,-,-,-,"less probable","CBS 5315",,"BE 9, 40",Murašû,"Legal document","22.IV.35 Art I",430,Nippur,,https://cdli.ucla.edu/P261509,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043498,,,3559,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rabi-il,Nabû-zēru-iddin,,Male,,40492,-,-,-,-,-,-,"less probable","CBS 5419",,"BE 9, 72",Murašû,"Legal document","15.VI.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P261613,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044309,,,4693,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rabi-il,Nabû-zēru-iddin,,Male,,47542,-,-,-,-,-,-,"less probable","CBS 5501",,"BE 10, 54",Murašû,"Legal document","02.VIII.01 Dar II",423,Enlil-ašābšu-iqbi,Seals,https://cdli.ucla.edu/P261694,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132875,,,5506,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rahim,Bēl-abu-uṣur,,Male,,49790,-,-,-,-,-,-,"less probable","CBS 5220",,"BE 10, 112",Murašû,"Legal document","05.VII.06 Dar II",418,Nippur,Seals,https://cdli.ucla.edu/P261413,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133629,,,5799,"lessee
sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rahim-il,,,Male,Land,42713,-,-,-,-,-,-,"less probable","CBS 5305",,"BE 9, 86a",Murašû,"Legal document","[-].III.41 Art I",424,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261499,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044667,,,4934,"land owner",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Bēl,Adad-ahhē-iddin,Egibi,Male,,62315,Rēmūt-Bēl,Adad-ahhē-iddin,Egibi,Male,,21252,"highly probable","BM 41432",,"Dar 409","Egibi Nūr-Sîn","Legal document","05.VIII.15 Dar I",507,Sippar,,-,https://nabucco.arts.kuleuven.be/item/29692,http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=409&l=a&c=1&t=1.4/1/24/1/1661236,,https://www.britishmuseum.org/collection/object/W_1881-0625-43,7379,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Bēl,Dannu-Nergal,Rab-banê,Male,,57168,Rēmūt-Bēl,Dannu-Nergal,Rab-banê,Male,,19953,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Bēl,Erība-Marduk,Mandidi,Male,Field,62303,Rēmūt-Bēl,Erība-Marduk,Mandidi,Male,,9439,"highly probable","BM 41432",,"Dar 409","Egibi Nūr-Sîn","Legal document","05.VIII.15 Dar I",507,Sippar,,-,https://nabucco.arts.kuleuven.be/item/29692,http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=409&l=a&c=1&t=1.4/1/24/1/1661236,,https://www.britishmuseum.org/collection/object/W_1881-0625-43,7379,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,,,Male,,48521,-,-,-,-,-,-,"less probable","CBS 5175",,"BE 10, 74",Murašû,"Legal document","28.VIII.03 Dar II",421,Broken/Unclear,"Seals, Epigraphs",https://cdli.ucla.edu/P261367,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133135,,,5642,"passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,,,Male,,49288,-,-,-,-,-,-,"less probable","CBS 5503",,"BE 10, 99",Murašû,"Legal document","18.II.05 Dar II",419,Hašbāya,"Seals, Epigraphs",https://cdli.ucla.edu/P261696,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133460,,,5737,"passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,Murašû,,Male,,992,-,-,-,-,-,-,"less probable","CBS 12941",,"Stolper 1985, no. 7",Murašû,"Legal document","[-].[-].[40] [Art I]",[425/424],Broken/Unclear,Seals,https://cdli.ucla.edu/P267544,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484113,,,124,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,Murašû,,Male,,47141,-,-,-,-,-,-,"less probable","CBS 5349",,"BE 10, 43",Murašû,"Legal document","15.VI.01 Dar II",423,Nippur,,https://cdli.ucla.edu/P261543,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132732,,,5460,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,Murašû,,Male,,47536,-,-,-,-,-,-,"less probable","CBS 5501",,"BE 10, 54",Murašû,"Legal document","02.VIII.01 Dar II",423,Enlil-ašābšu-iqbi,Seals,https://cdli.ucla.edu/P261694,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132875,,,5506,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,Murašû,,Male,"PloughOxen, Other",44079,-,-,-,-,-,-,"less probable","CBS 5438",,"BE 9, 108",Murašû,"Legal document","12.IX.41 Art I",424,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P261632,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2045218,,,5076,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,Murašû,,Male,Land,48883,-,-,-,-,-,-,"less probable","CBS 5368",,"BE 10, 79",Murašû,"Legal document","14.XII.03 Dar II",420,Nippur,Seals,https://cdli.ucla.edu/P261562,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133200,,,5694,"land owner
lessor",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūt-Ninurta,Mu[rašû],,Male,,49792,-,-,-,-,-,-,"less probable","CBS 5220",,"BE 10, 112",Murašû,"Legal document","05.VII.06 Dar II",418,Nippur,Seals,https://cdli.ucla.edu/P261413,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133629,,,5799,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rēmūtu,Bēl-iqīša,Mušēzibu,Male,,57173,Rēmūtu,Bēl-iqīša,Mušēzibu,Male,,19955,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,,,Male,,33643,-,-,-,-,-,-,"less probable","CBS 5331",,"BE 9, 52",Murašû,"Legal document","20.III.37 Art I",428,Nippur,,https://cdli.ucla.edu/P261525,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043785,,,3868,"leaves fingernail marking(s)
lessee",ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,Bēl-erība,,Male,,47531,-,-,-,-,-,-,"less probable","CBS 5501",,"BE 10, 54",Murašû,"Legal document","02.VIII.01 Dar II",423,Enlil-ašābšu-iqbi,Seals,https://cdli.ucla.edu/P261694,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132875,,,5506,lessee,ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,Bēl-erība,,Male,,49287,-,-,-,-,-,-,"less probable","CBS 5503",,"BE 10, 99",Murašû,"Legal document","18.II.05 Dar II",419,Hašbāya,"Seals, Epigraphs",https://cdli.ucla.edu/P261696,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133460,,,5737,lessee,ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,Ninurta-iddin,,Male,,1180,-,-,-,-,-,-,"less probable","CBS 5186",,"Stolper 1985, no. 16",Murašû,"Legal document","20+[x].VI.34 Art I",431,Broken/Unclear,"Epigraphs, Fingernails",https://cdli.ucla.edu/P261378,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486754,,,147,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,Niqūdu,,Male,,27802,-,-,-,-,-,-,"less probable","CBS 5328",,"BE 9, 26",Murašû,"Legal document","30.III.30 Art I",435,Nippur,,https://cdli.ucla.edu/P261522,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043068,,,3262,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,Niqūdu,,Male,,28900,-,-,-,-,-,-,"less probable","CBS 5391",,"BE 9, 29",Murašû,"Legal document","12.V.32 Art I",433,Nippur,Fingernails,https://cdli.ucla.edu/P261585,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043187,,,3292,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,Niqūdu,,Male,,29095,-,-,-,-,-,-,"less probable","CBS 5392",,"BE 9, 30",Murašû,"Legal document","12.V.42 Art I",423,Nippur,Fingernails,https://cdli.ucla.edu/P261586,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043211,,,3412,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rībātu,Šamšāya,,Male,,44052,-,-,-,-,-,-,"less probable","CBS 5437",,"BE 9, 107",Murašû,"Legal document","06.VIII.41 Art I",424,Nippur,Seals,https://cdli.ucla.edu/P261631,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2045194,,,5075,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Rušundāta,,,Male,Land,47142,-,-,-,-,-,-,"less probable","CBS 5349",,"BE 10, 43",Murašû,"Legal document","15.VI.01 Dar II",423,Nippur,,https://cdli.ucla.edu/P261543,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132732,,,5460,"land owner
passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Ša-Marduk-ul-inni,,,Male,Land,44041,-,-,-,-,-,-,"less probable","CBS 5437",,"BE 9, 107",Murašû,"Legal document","06.VIII.41 Art I",424,Nippur,Seals,https://cdli.ucla.edu/P261631,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2045194,,,5075,"land owner
passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Šamahtānī,Issināya,,Male,,21952,-,-,-,-,-,-,"less probable","CBS 5265",,"BE 10, 130",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261459,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133863,,,2665,"person in charge (ina/ša qātē)
sealer of the tablet","rab būli","TypeLegal documentSubtypelease contract (ana sūti)"
Šamahtānī,Issināya,,Male,,22498,-,-,-,-,-,-,"less probable","CBS 5173",,"BE 10, 131",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261329,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133876,,,2704,"person in charge (ina/ša qātē)
sealer of the tablet","rab būli","TypeLegal documentSubtypelease contract (ana sūti)"
Šamahtānī,Issināya,,Male,,22792,-,-,-,-,-,-,"less probable","CBS 5366",,"BE 10, 132",Murašû,"Legal document","29.III.13 Dar II",411,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261560,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133889,,,2734,"person in charge (ina/ša qātē)
sealer of the tablet","rab būli","TypeLegal documentSubtypelease contract (ana sūti)"
Šamahtānī,Issināya,,Male,,23143,-,-,-,-,-,-,"less probable","CBS 12839",,"PBS 2/1, 146",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P267440,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456985,,,2815,"sealer of the tablet
witness, regular (mukinnu)","rab būli","TypeLegal documentSubtypelease contract (ana sūti)"
